ID	PP	logFC	P.adjusted
CD83	other	0.189966667	0.746593065
CD84	other	-0.126	0.902179463
CD86	other	-0.25575	0.663232879
CD8A	other	-0.627206667	0.321225233
CD8B	other	-0.45178	0.556104506
CD9	other	0.37203	0.352712182
CD93	other	-0.422693333	0.251383623
CD96	other	-0.28678	0.733664153
CD97	other	0.154793333	0.790001968
CD99	other	-0.517063333	0.189581633
CD99L2	other	0.100106667	0.852111388
CDA	other	-1.20728	0.2250942
CDADC1	other	0.052916667	0.849058088
CDAN1	other	-0.338846667	0.242665847
CDC123	other	-0.200056667	0.342056832
CDC14A	PP	0.194063333	0.667480048
CDC14B	PP	-0.23935	0.548979363
CDC14C	PP	-0.118273333	0.825748059
CDC16	other	-0.190626667	0.287816144
CDC20	other	-0.715956667	0.23918362
CDC20B	other	1.24194	0.141057079
CDC23	other	0.15782	0.39019467
CDC25A	PP	-0.53168	0.310616942
CDC25B	PP	0.40219	0.387528828
CDC25C	PP	-0.453496667	0.526749471
CDC26	other	-0.04515	0.927432692
CDC27	other	0.05687	0.877306254
CDC34	other	0.021373333	1
CDC37	other	-0.228026667	0.393193376
CDC37L1	other	0.148136667	0.546370101
CDC40	other	-0.001126667	1
CDC42	other	0.20217	0.429082289
CDC42BPA	other	0.25773	0.706246838
CDC42BPB	other	-0.064736667	0.903188698
CDC42BPG	other	0.053396667	0.985697987
CDC42EP1	other	0.708676667	0.234747687
CDC42EP2	other	-0.277513333	0.624139207
CDC42EP3	other	0.95067	0.028816196
CDC42EP4	other	0.293633333	0.362772307
CDC42EP5	other	-0.571836667	0.509453095
CDC42SE1	other	0.110046667	0.692708168
CDC42SE2	other	0.144713333	0.623198361
CDC45	other	-0.71779	0.210824738
CDC5L	other	0.074976667	0.844085835
CDC6	other	-0.637253333	0.227326125
CDC7	other	-0.247386667	0.597471525
CDC73	other	-0.02772	0.952288253
CDCA2	other	-0.88559	0.104012863
CDCA3	other	-0.916743333	0.083947746
CDCA4	other	-0.160843333	0.799846488
CDCA5	other	-0.68418	0.19632903
CDCA7	other	0.184593333	0.844381405
CDCA7L	other	0.389003333	0.330698555
CDCA8	other	-0.48235	0.275733389
CDCP1	other	-0.064736667	0.96854211
CDCP2	other	-0.248246667	0.454247124
CDH1	other	0.256656667	0.774800834
CDH10	other	-0.769353333	0.265180219
CDH11	other	0.077663333	0.947075659
CDH12	other	0.605096667	0.459839163
CDH13	other	-0.368963333	0.574145405
CDH15	other	-0.415463333	0.715332576
CDH16	other	0.100953333	0.968864426
CDH17	other	-1.34522	0.38900631
CDH18	other	-0.018946667	1
CDH19	other	0.069353333	0.969746497
CDH2	other	-0.368976667	0.785976093
CDH20	other	0.806926667	0.243929924
CDH22	other	-0.26332	0.41117137
CDH23	other	-0.22995	0.762509686
CDH24	other	0.149346667	0.872227076
CDH26	other	-0.98835	0.281399364
CDH3	other	0.439536667	0.717515134
CDH4	other	0.488516667	0.524636166
CDH5	other	-0.42272	0.194601216
CDH6	other	-0.26698	0.581212435
CDH7	other	0.078726667	0.957856634
CDH8	other	-0.900993333	0.261117282
CDH9	other	0.022106667	0.866005618
CDHR1	other	0.246253333	0.81859506
CDHR2	other	-1.892113333	0.069818885
CDHR3	other	-0.054216667	1
CDHR4	other	-0.10723	0.986431814
CDHR5	other	-1.585373333	0.116447165
CDIPT	other	0.142826667	0.570665052
CDK1	other	-0.599753333	0.28326797
CDK10	other	-0.104776667	0.875862608
CDK11A	other	0.076903333	0.905885335
CDK12	other	0.234203333	0.318991493
CDK13	other	0.11616	0.522357858
CDK14	other	-0.221283333	0.67315165
CDK15	other	0.268243333	0.615399224
CDK16	other	-0.05107	0.899081609
CDK17	other	0.16784	0.521336444
CDK18	other	0.771833333	0.109741625
CDK19	other	0.257656667	0.383519236
CDK2	other	-0.02827	0.982066435
CDK20	other	-0.02748	1
CDK2AP1	other	-0.02388	0.989400518
CDK2AP2	other	0.146216667	0.838733488
CDK4	other	0.210733333	0.462336999
CDK5	other	-0.425426667	0.064634602
CDK5R1	other	-0.086983333	0.923606591
CDK5R2	other	0.160103333	0.923026743
CDK5RAP1	other	-0.13919	0.589850884
CDK5RAP2	other	-0.047163333	0.960210506
CDK5RAP3	other	-0.137193333	0.793623156
CDK6	other	-0.93589	0.009191378
CDK7	other	0.02729	0.970448086
CDK8	other	-0.311943333	0.209106845
CDK9	other	-0.08526	0.755675959
CDKAL1	other	0.397873333	0.016594687
CDKL1	other	0.080793333	0.972806141
CDKL2	other	1.54679	0.023364927
CDKL3	other	0.3123	0.352948394
CDKL4	other	0.26884	0.396652142
CDKL5	other	0.67196	0.298166644
CDKN1A	other	-0.204216667	0.634880305
CDKN1B	other	0.182466667	0.623294606
CDKN1C	other	0.245176667	0.673030763
CDKN2A	other	0.01503	1
CDKN2AIP	other	0.232236667	0.242740817
CDKN2AIPNL	other	0.240146667	0.48614497
CDKN2B	other	-0.133533333	0.882558806
CDKN2C	other	-0.22058	0.616137049
CDKN2D	other	-0.223173333	0.531298919
CDKN3	PP	-0.510803333	0.445744734
CDNF	other	-0.074686667	0.941030214
CDO1	other	-0.07554	0.95674685
CDON	other	0.532726667	0.428469332
CDR1	other	-0.01582	1
CDR2	other	-0.34891	0.130669146
CDR2L	other	-0.388143333	0.408525645
CDRT1	other	-0.70762	0.193344091
CDS1	other	0.263336667	0.594217241
CDS2	other	0.087013333	0.774452789
CDSN	other	1.252646667	0.087427219
CDT1	other	-0.454146667	0.481931284
CDV3	other	-0.153703333	0.49797083
CDX1	other	-0.726173333	0.199610117
CDX2	other	-0.808626667	0.482594996
CDX4	other	0	1
CDYL	other	0.119216667	0.612203669
CDYL2	other	-0.505126667	0.367679826
CEACAM1	other	0.39886	0.553698824
CEACAM16	other	-0.063623333	0.964139088
CEACAM18	other	-0.295366667	0.58073518
CEACAM19	other	-0.456393333	0.48752132
CEACAM20	other	-0.09462	0.512490562
CEACAM21	other	0.090596667	0.949621029
CEACAM22P	other	-0.314383333	0.405130869
CEACAM3	other	-0.6861	0.17381957
CEACAM4	other	0.58173	0.506704876
CEACAM5	other	-0.34062	0.898401569
CEACAM6	other	-0.297846667	0.825748059
CEACAM7	other	-0.928456667	0.310616942
CEACAM8	other	0.88403	0.270149206
CEBPA	other	0.429503333	0.560531589
CEBPB	other	-0.65929	0.040389358
CEBPD	other	0.401093333	0.410298703
CEBPE	other	0.034666667	1
CEBPG	other	-0.16938	0.478051837
CEBPZ	other	0.096423333	0.666002386
CECR1	other	-0.232436667	0.615148312
CECR2	other	0.618683333	0.570819038
CECR5	other	-0.11715	0.705969069
CECR6	other	0.061556667	0.965007777
CECR7	other	0.525723333	0.660771281
CEL	other	0.336566667	0.783898383
CELA1	other	-0.003593333	1
CELA2A	other	-0.038253333	0.665288066
CELA2B	other	-0.15403	0.402616933
CELA3A	other	0.070086667	0.495639865
CELF1	other	0.18147	0.401381114
CELF2	other	0.270493333	0.534068149
CELF3	other	1.41246	0.176282306
CELF4	other	0.35943	0.736291801
CELF5	other	-0.03005	1
CELF6	other	-0.629536667	0.269395417
CELP	other	0.18268	0.177603377
CELSR1	other	0.078456667	0.932498859
CELSR2	other	0.464186667	0.349748835
CELSR3	other	0.399356667	0.615399224
CEMP1	other	-0.482116667	0.159442239
CEND1	other	-0.317323333	0.508833414
CENPA	other	-0.61616	0.33614676
CENPB	other	0.084206667	0.825748059
CENPBD1	other	-0.18268	0.518121208
CENPC1	other	0.230616667	0.178172707
CENPE	other	-0.43669	0.499172969
CENPF	other	-0.52435	0.377660039
CENPH	other	-0.33159	0.347662434
CENPI	other	-0.76274	0.252010287
CENPJ	other	0.046223333	0.95327382
CENPK	other	-0.56203	0.212410028
CENPL	other	-0.272403333	0.397266872
CENPM	other	-0.572623333	0.23450464
CENPN	other	-0.622926667	0.069924803
CENPO	other	-0.19196	0.651868273
CENPP	other	-0.41681	0.210824738
CENPQ	other	0.001356667	1
CENPT	other	-0.294896667	0.435250536
CENPV	other	0.041123333	1
CENPW	other	-0.671053333	0.17290455
CEP120	other	0.344213333	0.109513999
CEP135	other	0.142533333	0.629515947
CEP152	other	-0.15151	0.68387188
CEP164	other	0.13464	0.74209247
CEP170	other	0.183146667	0.667399959
CEP192	other	0.44001	0.128576165
CEP250	other	0.051983333	0.944903351
CEP290	other	0.018893333	1
CEP350	other	0.119576667	0.677355745
CEP55	other	-0.5756	0.319687617
CEP57	other	0.116176667	0.670829441
CEP63	other	0.028893333	0.957773496
CEP68	other	0.27068	0.204857372
CEP70	other	0.509546667	0.118399558
CEP72	other	0.17088	0.695101431
CEP76	other	0.164976667	0.621677115
CEP78	other	0.0033	1
CEP97	other	0.491506667	0.13685007
CEPT1	other	-0.21135	0.385215272
CER1	other	0.1208	0.446739174
CERCAM	other	0.056326667	0.960210506
CERK	other	0.045183333	0.952334569
CERKL	other	0.488483333	0.376265632
CES2	other	-0.051306667	0.913060514
CES3	other	-0.24514	0.863630808
CETN1	other	0	1
CETN2	other	0.150073333	0.5627423
CETN3	other	0.335326667	0.209106845
CETN4P	other	-0.09448	0.865309524
CETP	other	-1.187373333	0.008161152
CFB	other	-0.857336667	0.172593624
CFD	other	-0.520416667	0.521336444
CFDP1	other	0.064733333	0.854168147
CFH	other	-1.09227	0.016780061
CFHR2	other	-0.05483	0.497646253
CFHR3	other	-0.716183333	0.443495889
CFHR5	other	-0.44606	0.207310774
CFI	other	-0.388813333	0.406977972
CFL1	other	-0.23929	0.189073219
CFL2	other	0.547576667	0.135232007
CFLAR	other	0.243876667	0.560637393
CFP	other	-0.486193333	0.360463725
CFTR	other	0.30654	0.863413451
CG030	other	0.031493333	1
CGA	other	-1.290093333	0.526526347
CGB7	other	0.011193333	1
CGGBP1	other	0.1909	0.326261231
CGN	other	0.529576667	0.519971966
CGNL1	other	0.764363333	0.213715416
CGREF1	other	-0.565963333	0.641133003
CGRRF1	other	0.41666	0.178980901
CH25H	other	0.75253	0.274348265
CHAC1	other	-0.831736667	0.081856734
CHAC2	other	-0.48122	0.238674932
CHAD	other	0.310796667	0.801413294
CHADL	other	0.67878	0.230437729
CHAF1A	other	-0.10369	0.843549335
CHAF1B	other	-0.19327	0.667144109
CHAT	other	1.377456667	0.049247874
CHCHD1	other	-0.225893333	0.375149707
CHCHD10	other	-0.60765	0.098183575
CHCHD2	other	-0.27915	0.443241446
CHCHD3	other	-0.206016667	0.337727854
CHCHD4	other	-0.027083333	0.966045638
CHCHD5	other	-0.152966667	0.733731308
CHCHD6	other	0.410296667	0.161660127
CHCHD7	other	0.514486667	0.104279774
CHCHD8	other	-0.296003333	0.237202561
CHD1	other	0.27991	0.205416404
CHD1L	other	0.06878	0.890326442
CHD2	other	0.398496667	0.140201219
CHD3	other	0.123723333	0.801959821
CHD4	other	0.315716667	0.142731221
CHD5	other	-0.043086667	0.97915358
CHD6	other	0.41607	0.272969076
CHD7	other	0.104226667	0.883751723
CHD8	other	0.277653333	0.261402444
CHD9	other	0.3246	0.183378928
CHDH	other	0.27785	0.714162982
CHEK1	other	-0.516173333	0.270379856
CHEK2	other	-0.147353333	0.852643384
CHERP	other	-0.013226667	1
CHFR	other	-0.163946667	0.471519457
CHGA	other	-0.348873333	0.62258743
CHGB	other	-0.662346667	0.765274529
CHI3L2	other	-0.669343333	0.415646519
CHIA	other	1.72397	0.204099609
CHIC1	other	0.120663333	0.843444587
CHIC2	other	0.236346667	0.20589023
CHID1	other	0.153176667	0.667480048
CHIT1	other	-0.03452	1
CHKA	other	0.32363	0.526206972
CHL1	other	-1.438743333	0.131507026
CHM	other	0.174743333	0.581043172
CHML	other	-0.148296667	0.817414101
CHMP1A	other	-0.20942	0.426382683
CHMP1B	other	-0.006936667	1
CHMP2A	other	-0.01749	0.999168214
CHMP2B	other	-0.082483333	0.817102637
CHMP4A	other	-0.06941	0.877306254
CHMP4B	other	0.043566667	0.909357484
CHMP4C	other	0.189226667	0.667480048
CHMP5	other	0.071913333	0.827950382
CHMP6	other	0.212676667	0.509908852
CHMP7	other	-0.390253333	0.013342462
CHN1	other	-0.388806667	0.354651535
CHN2	other	-0.103636667	0.926893324
CHODL	other	-0.44376	0.679854452
CHORDC1	other	-0.16456	0.656277827
CHP	PP	-0.50072	0.123816503
CHP2	other	-0.077906667	0.984868745
CHPF	other	-0.473993333	0.187516604
CHPF2	other	-0.25699	0.408770329
CHPT1	other	-0.29016	0.618859832
CHRAC1	other	0.088606667	0.799132822
CHRD	other	-0.22158	0.864349776
CHRDL1	other	1.136083333	0.178620795
CHRDL2	other	-0.62451	0.538249302
CHRM1	other	0.15044	0.881455899
CHRM2	other	0.38561	0.229080826
CHRM3	other	0.214063333	0.888623481
CHRM4	other	0.329723333	0.591223604
CHRM5	other	-0.041093333	0.962004902
CHRNA1	other	0.04987	1
CHRNA10	other	-0.059943333	0.96560568
CHRNA2	other	0.106596667	0.801452226
CHRNA3	other	-0.218633333	0.867603767
CHRNA4	other	-0.024243333	1
CHRNA5	other	-0.47904	0.655724337
CHRNA6	other	-0.241086667	0.645503035
CHRNA7	other	-0.581433333	0.251518892
CHRNA9	other	-0.50993	0.805541463
CHRNB1	other	0.30197	0.462336999
CHRNB2	other	-0.35201	0.482460153
CHRNB3	other	0.086266667	0.750740314
CHRNB4	other	-0.40164	0.586263221
CHRND	other	-0.019653333	0.987858564
CHRNE	other	-0.16579	0.855996835
CHRNG	other	0.090713333	0.859173585
CHST1	other	-0.72849	0.253452344
CHST10	other	0.351456667	0.447435863
CHST11	other	-0.95557	0.011384356
CHST12	other	-0.005806667	1
CHST13	other	-0.376646667	0.551907016
CHST14	other	-0.12025	0.522259949
CHST15	other	-0.495256667	0.200309684
CHST2	other	0.125566667	0.917377543
CHST3	other	0.72257	0.199599485
CHST4	other	-1.298306667	0.107039949
CHST5	other	0.346563333	0.62224351
CHST6	other	0.207423333	0.822514861
CHST7	other	-0.161786667	0.731219086
CHST8	other	0.126353333	0.920685641
CHST9	other	0.344276667	0.881475235
CHSY1	other	-0.17246	0.648901262
CHSY3	other	0.619166667	0.223541523
CHTF18	other	-0.351836667	0.571119278
CHTF8	other	-0.057806667	0.825748059
CHUK	other	-0.036886667	0.944204678
CHURC1	other	-0.105883333	0.762243117
CIAO1	other	0.061523333	0.693798893
CIAPIN1	other	-0.110843333	0.652905454
CIB1	other	-0.446643333	0.173416244
CIB2	other	-0.34006	0.677640099
CIB3	other	-0.114893333	0.492786226
CIB4	other	-0.50612	0.061404795
CIC	other	-0.03143	0.96827943
CIDEA	other	-0.048203333	0.969156477
CIDEB	other	0.377933333	0.171501351
CIDEC	other	-1.0785	0.212410028
CIDECP	other	-0.010056667	1
CIITA	other	-0.41842	0.494034958
CILP	other	-0.064186667	0.999590234
CILP2	other	0.272736667	0.804091377
CINP	other	-0.06776	0.888220452
CIR1	other	0.134513333	0.593975729
CIRBP	other	0.23604	0.524636166
CIRH1A	other	-0.036723333	0.94287964
CISD1	other	-0.49822	0.041998923
CISD2	other	-0.15473	0.569612175
CISD3	other	0.15472	0.551977744
CISH	other	0.504283333	0.290562593
CIT	other	1.731716667	0.023305236
CITED1	other	1.140163333	0.08566412
CITED2	other	0.804646667	0.049247874
CITED4	other	-0.185743333	0.793691151
CIZ1	other	0.089583333	0.726631565
CKAP2	other	-0.02773	0.991803456
CKAP2L	other	-0.103313333	0.936806156
CKAP4	other	-0.458056667	0.095502968
CKAP5	other	0.223476667	0.41117137
CKB	other	0.022746667	1
CKLF	other	0.071576667	0.907616648
CKM	other	0.285216667	0.828689986
CKMT2	other	0.080216667	0.976589602
CKS1B	other	-0.32055	0.469560671
CKS2	other	-0.394713333	0.493014812
CLASP1	other	0.217463333	0.360378041
CLASP2	other	0.15232	0.397128831
CLC	other	-0.135003333	0.934650703
CLCA1	other	0.36207	0.728646731
CLCA2	other	-0.397953333	0.702569265
CLCA3P	other	-0.436543333	0.246771705
CLCA4	other	0.047516667	0.990989203
CLCC1	other	-0.098196667	0.697602913
CLCF1	other	0.06959	0.964136281
CLCN1	other	-0.471116667	0.322157051
CLCN2	other	0.238216667	0.636460968
CLCN3	other	0.224723333	0.584911594
CLCN4	other	0.1198	0.919249072
CLCN5	other	0.38107	0.27145577
CLCN6	other	0.21694	0.554981189
CLCN7	other	-0.031743333	0.977727478
CLCNKA	other	0.1473	0.940475085
CLCNKB	other	0.703836667	0.380829658
CLDN1	other	0.482583333	0.550474255
CLDN10	other	-0.006746667	1
CLDN11	other	0.326523333	0.601155449
CLDN12	other	-0.142493333	0.723424205
CLDN14	other	-0.66093	0.200786031
CLDN15	other	-0.293856667	0.415830336
CLDN16	other	0.072006667	0.980983521
CLDN17	other	0.012973333	0.731596252
CLDN18	other	-0.021	1
CLDN19	other	0.25338	0.191208491
CLDN2	other	0.334263333	0.897164236
CLDN20	other	-0.056583333	0.951713346
CLDN23	other	-0.00894	1
CLDN25	other	-0.06567	0.478519405
CLDN3	other	0.994776667	0.298882102
CLDN4	other	0.633333333	0.130522352
CLDN5	other	-0.886523333	0.077722784
CLDN6	other	-0.662533333	0.722242121
CLDN7	other	-0.26916	0.539201999
CLDN8	other	-0.737906667	0.594204437
CLDN9	other	1.015046667	0.317547776
CLDND1	other	0.01836	0.992617245
CLDND2	other	-0.527066667	0.130794031
CLEC10A	other	-0.01226	1
CLEC11A	other	-0.281946667	0.60054051
CLEC12A	other	-0.19311	0.862364465
CLEC12B	other	-0.189173333	0.747285403
CLEC14A	other	-0.503186667	0.088860663
CLEC16A	other	0.135223333	0.69114984
CLEC17A	other	-0.711773333	0.343895942
CLEC18B	other	-0.358506667	0.555638438
CLEC1A	other	-0.563503333	0.051254136
CLEC1B	other	-0.024463333	0.849222901
CLEC2B	other	-0.404503333	0.501586821
CLEC2D	other	-0.26098	0.379078298
CLEC2L	other	0.02796	1
CLEC3A	other	-0.089736667	0.84239874
CLEC3B	other	0.055666667	0.993862392
CLEC4A	other	-0.118306667	0.899052419
CLEC4C	other	-0.109606667	0.900357074
CLEC4D	other	-0.711163333	0.235919922
CLEC4E	other	-1.23679	0.083884621
CLEC4F	other	1.42539	0.020617533
CLEC4G	other	-0.08116	0.966393124
CLEC4GP1	other	-0.3846	0.419208937
CLEC4M	other	-0.609556667	0.164349154
CLEC5A	other	0.491716667	0.502536092
CLEC6A	other	-0.573773333	0.42713341
CLEC7A	other	-0.44415	0.363353719
CLEC9A	other	0.06484	0.985313005
CLECL1	other	-0.056326667	0.980511661
CLGN	other	0.308666667	0.822769451
CLIC1	other	-0.154456667	0.635615068
CLIC2	other	-0.073586667	0.94893189
CLIC3	other	-0.459086667	0.665585009
CLIC4	other	-0.035783333	0.973410364
CLIC5	other	-0.050606667	1
CLIC6	other	1.072323333	0.275333163
CLINT1	other	0.08417	0.831428211
CLIP1	other	-0.22587	0.381828897
CLIP2	other	-0.18618	0.780805991
CLIP3	other	0.010603333	1
CLIP4	other	0.1355	0.774743831
CLK1	other	0.071053333	0.876876435
CLK3	other	-0.190336667	0.37065956
CLK4	other	0.093763333	0.824515012
CLLU1	other	-0.5234	0.360242347
CLLU1OS	other	-0.718616667	0.380326203
CLMN	other	-0.804673333	0.069315339
CLN3	other	-0.28921	0.270072629
CLN5	other	-0.001486667	1
CLN6	other	-0.519876667	0.027410983
CLN8	other	-0.56801	0.047034411
CLNK	other	-0.215526667	0.692465074
CLNS1A	other	-0.062663333	0.855996835
CLOCK	other	0.350596667	0.332457508
CLP1	other	0.059703333	0.835056927
CLPB	other	-0.15661	0.633743496
CLPP	other	0.092896667	0.827137603
CLPS	other	0.049656667	0.812127043
CLPTM1	other	-0.03091	0.951923217
CLPTM1L	other	0.301526667	0.255188407
CLPX	other	-0.155416667	0.508673972
CLRN1	other	0.005306667	1
CLRN2	other	-0.26107	0.347558294
CLRN3	other	-0.412116667	0.598752586
CLSPN	other	-0.389153333	0.602294589
CLSTN1	other	0.17395	0.68120327
CLSTN2	other	-0.246276667	0.790500773
CLSTN3	other	-0.27811	0.384311271
CLTA	other	0.019303333	0.990284716
CLTB	other	-0.52735	0.19615672
CLTC	other	0.373696667	0.061120093
CLTCL1	other	-0.292073333	0.583541799
CLU	other	0.039963333	1
CLUAP1	other	0.1561	0.532836444
CLUL1	other	0.80203	0.287350135
CLVS1	other	0.024556667	1
CLVS2	other	0.032446667	0.799846488
CLYBL	other	-0.464793333	0.316033513
CMA1	other	0.5737	0.310074654
CMAS	other	-0.268253333	0.38900631
CMBL	other	-0.687506667	0.401843755
CMC1	other	-0.030406667	0.976062631
CMIP	other	-0.40338	0.200334609
CMKLR1	other	-0.494533333	0.349408397
CMPK1	other	-0.124523333	0.620058504
CMPK2	other	-0.41567	0.365261477
CMTM1	other	0.093453333	0.872187097
CMTM2	other	-0.460243333	0.336522149
CMTM3	other	0.11297	0.847308367
CMTM4	other	-0.242946667	0.550894569
CMTM5	other	-0.017336667	1
CMTM6	other	0.142383333	0.655849623
CMTM7	other	0.195473333	0.644629795
CMTM8	other	0.488536667	0.139784506
CMYA5	other	0.965146667	0.076162697
CN5H6.4	other	-0.090053333	0.907027997
CNBD1	other	-0.038553333	0.508673972
CNBP	other	0.144186667	0.526526347
CNDP1	other	-0.7481	0.145166629
CNDP2	other	-0.15975	0.543654648
CNFN	other	0.400403333	0.619080986
